num_past_loans,past_defaults,late_payments_count,avg_days_past_due,on_time_payment_ratio,repayment_regular_for_last_6m,utilization_ratio,current_outstanding_balance,active_loans_count,emi_bounce_count,field_officer_repayment_rating,declared_monthly_income,bank_avg_monthly_inflow,bank_balance_median,transaction_count_monthly,electricity_units,mobile_recharge_amount,asset_owned_count,ration_card_type,household_size,occupation_type,education_level,district_poverty_index,income_to_loan_ratio,monthly_obligation_ratio,repayment_score,ration_score,education_score,occupation_score,income_proxy_score
,,3.0,5.652439103338879,0.5454986406501465,1.0,0.3453879324643797,19285.014754841435,2.0,0.0,1.5855403217831294,6228.939374215188,6607.928080073875,360.43819114205303,11.0,133.77063110832557,167.84146135447762,2.0,BPL,4.0,Daily Wage,Illiterate,0.46197548882632494,3.875724116192444,0.19238075231592652,68.82780782547859,0.3,0.0,0.1,29.615162060447894
1.0,0.0,6.0,,0.5983652717077913,1.0,0.3972160442920992,20713.276769746313,1.0,1.0,3.349873477071353,5322.850735919365,,974.8441981491874,14.0,98.76032306439967,135.49391915162101,2.0,APL,3.0,Farmer,Illiterate,0.5787585491382798,3.0835838267992135,0.11256142246887771,84.61304746521034,1.0,0.0,0.4,32.23890478036457
3.0,0.0,8.0,13.58535938614644,,0.0,0.1216341734964505,9387.514846933285,1.0,0.0,4.597991404729046,9107.799835006103,12856.059967577083,,6.0,108.50740270776147,153.27445273963582,1.0,Antyodaya,7.0,Farmer,Illiterate,0.3276446511601215,11.641202022040098,0.0657891514471581,87.0296792723101,0.0,0.0,0.4,29.889561709850117
5.0,0.0,12.0,,0.2648416627167288,0.0,0.5307597776503264,32838.8936771906,,1.0,1.6822554321160408,6857.36858893645,7433.0445780744,1192.0446185194696,13.0,,,0.0,BPL,3.0,Farmer,,0.6340256428810465,2.5057457212290535,0.17475299091208352,56.09728883722077,0.3,1.0,0.4,31.84011148975422
1.0,1.0,8.0,13.58535938614644,0.41257980437352476,0.0,,35552.26450213952,6.0,0.0,,8875.900756830291,11570.43359289723,1066.2056502559674,,131.49190083172255,159.20885474890605,1.0,APL,,Self Employed,Secondary,0.7880986986550571,2.995809543046431,0.4050469155370249,46.38600928375607,,0.5,0.7,40.697719770142704
2.0,0.0,4.0,7.239023159900391,0.8923009722129085,1.0,0.381171746122465,23546.371908277408,1.0,,4.819551979596939,8726.541794427996,9345.00370695645,1105.0550902151406,8.0,115.38400967152887,163.24580082927667,2.0,Antyodaya,9.0,Self Employed,Secondary,0.620477412760882,4.447141784698493,0.06866311568162943,96.75481395666182,0.0,0.5,0.7,31.90783464747985
2.0,0.0,,2.4792709902158556,0.70065366032906,0.0,0.19942216467027168,13502.148496566035,3.0,,3.8613154201776965,8663.13879615396,8177.937975705367,739.7354683785039,11.0,101.60669564713265,164.80274887943054,0.0,Antyodaya,9.0,Daily Wage,Secondary,0.7593672375017286,7.69877229597859,0.2074967492832913,84.90798631888795,0.0,0.5,,23.868802063119713
2.0,0.0,3.0,5.652439103338879,0.817379413024497,1.0,0.19902212683532267,15452.75175549475,1.0,1.0,,10015.1897794953,14383.103268689109,2273.5466998659504,9.0,103.2563231167534,184.0300289624847,2.0,BPL,7.0,Private Job,Higher Secondary,,7.776899697590359,0.05982915909539216,96.9191490381266,0.3,,0.9,40.73675265259171
1.0,,3.0,5.652439103338879,0.5817041373094439,,0.5254440803841782,26875.37585527476,0.0,1.0,3.2665678050796165,7107.962149588719,5744.80023546696,979.6240083893102,5.0,90.95896226124708,,2.0,APL,2.0,Farmer,Illiterate,0.7742485111285505,3.173625277990169,0.0,85.85958018110456,1.0,0.0,0.4,30.608105181206074
1.0,0.0,1.0,2.4792709902158556,1.0,1.0,0.14014543514086314,13882.891121218818,3.0,0.0,5.0,10565.824174154477,12303.624440236435,1965.173196881936,16.0,135.52754643547496,205.00366363762967,,BPL,,Farmer,Primary,0.46284199301495305,9.13215819562861,0.170134432627204,100.0,0.3,0.2,,36.81258092471667
4.0,,3.0,5.652439103338879,0.81832107115592,1.0,0.2312250630960192,16222.134762928881,2.0,0.0,,7443.550711174248,6382.548122737923,1237.3873553553776,7.0,127.2157172443087,122.80164623542643,0.0,APL,6.0,Self Employed,Secondary,0.4178321611943786,5.505878477826619,,97.7343823003087,1.0,0.5,0.7,32.52866067718693
4.0,,,7.239023159900391,0.44472602623916424,,0.6537615367506548,31540.034349607588,0.0,2.0,1.081677249728218,6647.123412744626,5266.697567207745,376.4828363203029,16.0,87.15694558654629,156.96583224858284,1.0,BPL,7.0,Farmer,Secondary,0.989276639386091,2.5289430926328484,0.0,48.92754823616102,0.3,0.5,0.4,
5.0,0.0,4.0,7.239023159900391,0.7533070099754581,0.0,0.24256388465349557,21760.7673253978,1.0,0.0,4.124582168409687,9740.427848504634,7562.323089584254,1033.7599447989435,16.0,,152.36619843945877,0.0,BPL,6.0,Farmer,Higher Secondary,0.7385705054311563,5.371123238030438,0.06151667098155997,85.34636141112996,0.3,0.7,0.4,32.198437015181995
,0.0,6.0,10.412191273023415,,1.0,0.3912676240911061,,3.0,2.0,,10795.659192485526,14184.091371697075,2721.300955999012,5.0,144.03861400469165,187.28846541321795,1.0,Antyodaya,,Daily Wage,Graduate,0.864384329956218,4.0695179336726035,0.16651267799510155,,0.0,1.0,0.1,34.07054652181908
1.0,0.0,2.0,4.065855046777368,0.9143479467730422,1.0,0.24778325876370433,15478.05139733028,3.0,0.0,4.9297868523976085,6912.541983975086,6285.6247563585575,751.4998406096297,16.0,91.22412794132865,149.79493977228773,1.0,BPL,8.0,Farmer,Secondary,,5.358888066099952,0.2600375668084862,100.0,0.3,0.5,0.4,28.399331278622377
3.0,0.0,8.0,13.58535938614644,0.2791489353127029,1.0,0.6414484448654659,58330.56208072421,2.0,1.0,1.7537917950959114,11078.241743172739,12798.754684332278,2345.354611572755,10.0,119.97796701955994,197.62594289698018,1.0,,6.0,Daily Wage,Illiterate,0.5050464278701169,2.2790217881376233,0.10817711640173244,,0.3,0.0,0.1,
,1.0,4.0,7.239023159900391,0.35415240684404486,0.0,0.6711411866306732,38748.07966557083,1.0,1.0,1.0,6816.478429437263,7458.233938181407,384.71267202307394,11.0,100.46594627239291,116.3613924824108,3.0,BPL,9.0,Daily Wage,Illiterate,,2.110959585600835,0.087900565883643,47.372183824354636,0.3,0.0,0.1,27.631233733895172
5.0,1.0,8.0,13.58535938614644,,0.0,0.5320376963657456,33613.518766723086,,2.0,1.0,6712.133015877905,9361.603140830279,1795.2930876052678,11.0,83.79763684489289,114.08228859578801,1.0,BPL,5.0,Self Employed,Secondary,,2.396154969508934,0.2678005383312209,42.17107386604993,0.3,,0.7,31.919247209082204
3.0,0.0,7.0,11.998775329584928,0.5624060519260498,0.0,0.3512009964149754,43022.28491259253,,,3.1700773781626457,15932.96949916337,20913.61591624051,1204.4091975638685,10.0,158.84299822703696,219.59139578673532,3.0,BPL,9.0,Daily Wage,Secondary,0.40017258563103314,4.44400362218737,0.037608971943778984,72.9936042848727,0.3,0.5,0.1,48.20574382948368
2.0,0.0,6.0,10.412191273023415,1.0,,0.33756451249100855,24476.660808566507,0.0,,5.0,9988.749656401655,12545.107925583794,737.9453672996567,9.0,,148.76137533968068,1.0,BPL,2.0,Farmer,Secondary,0.527491876861149,4.89691383560926,0.0,100.0,0.3,0.5,0.4,38.36516232795465
4.0,0.0,4.0,7.239023159900391,0.3271935445165261,0.0,0.46139005900802416,38492.41777431042,2.0,1.0,1.9940148411150274,8848.771749674159,12577.997827167663,1309.6833908141605,17.0,109.86172827806114,132.08883157166449,1.0,APL,8.0,Farmer,Secondary,0.8320102789005803,2.7585303445555667,0.135429529438232,65.17605171971782,1.0,0.5,0.4,36.78623515340693
,1.0,10.0,16.758527499269462,0.4697579292025151,1.0,0.488709306426596,38053.46430166996,,,1.2068367645449722,9102.332380463322,10635.386834480192,1866.7831180174205,11.0,128.25294807888406,189.34164626551149,2.0,BPL,6.0,Daily Wage,Primary,0.6289653355523367,2.8703068239162297,0.2633146574470415,55.92509033319676,0.3,,,
2.0,0.0,5.0,,0.4244312129335714,0.0,0.306233325706788,,2.0,0.0,2.4802031832002536,,7219.5036996663275,454.6179199110446,5.0,91.7730094085386,153.04430194320582,0.0,BPL,,Daily Wage,,0.702597164870879,4.039223766630719,0.22408814889319656,71.36032608818171,0.3,0.2,,21.29197510226645
4.0,,,7.239023159900391,0.8766616921846462,1.0,0.4878531662635111,33654.318074620045,3.0,1.0,,7712.061558740252,10665.423387438172,2019.1960550189103,15.0,90.33178227561177,155.47085775145788,0.0,BPL,3.0,Self Employed,Primary,0.6698043881615326,2.749780539874687,0.23308262508342031,75.37308670194398,0.3,0.2,,32.03208438067488
2.0,0.0,5.0,8.825607216461904,0.9327759017357573,1.0,0.3618611157999197,,1.0,0.0,5.0,7630.545983610602,,,5.0,111.75220114246495,156.73304971988642,0.0,BPL,7.0,Farmer,Primary,0.5531054346528106,3.7411707041191185,0.07852409107329338,99.48901073981371,0.3,0.2,0.4,26.55774174640645
0.0,0.0,2.0,4.065855046777368,0.9531778011645833,1.0,0.10278758536290075,8814.380467497074,2.0,0.0,5.0,11677.793830720479,11699.775499299043,671.6824564203964,15.0,148.85050066755514,210.0252978860409,1.0,APL,7.0,Farmer,Secondary,,,0.10262364770422462,100.0,1.0,0.5,0.4,42.97992078614967
3.0,0.0,4.0,7.239023159900391,0.8357855237688806,0.0,0.20895189089445326,19587.8310699869,3.0,0.0,4.5369747373768,12510.349841774758,16819.340769963048,2263.055347401357,21.0,153.62203260440708,201.64210035466618,3.0,,7.0,Self Employed,Secondary,0.7773437653086441,7.663765007974898,0.14369198034399916,87.45036727380969,0.3,0.5,0.7,48.232804889841624
4.0,1.0,6.0,10.412191273023415,0.4738091978112593,0.0,0.40112613876777825,35399.99773274845,5.0,2.0,,12071.314611144318,13509.628717744474,2355.9662269962655,6.0,147.92924540119049,189.13978525893216,,BPL,7.0,Self Employed,Illiterate,0.609997842240032,4.091855727550014,0.24819607140368508,47.75233775796137,0.3,,,33.79189411271432
4.0,,5.0,,0.5551722178757568,,0.3905490423365896,23182.565685433306,2.0,1.0,3.1339082079111806,6248.866131902628,6086.569454991535,1192.0593804435875,13.0,103.55356092503268,124.4111025157213,3.0,BPL,3.0,Self Employed,Secondary,0.43445419265296226,3.234463352198966,0.19176737523644663,73.11361694052572,0.3,0.5,,
2.0,0.0,7.0,,0.6196557771679291,0.0,0.3997314379688008,20604.564670525848,3.0,0.0,3.456326004372042,5540.250414617007,4781.979827385652,409.08987769419855,12.0,96.12135133332697,84.52493205982304,2.0,BPL,8.0,Self Employed,Higher Secondary,,3.226458776473193,0.324435912659517,74.7613600792945,0.3,0.7,0.7,28.806161555119953
5.0,1.0,12.0,19.931695612392485,0.4079093262325008,1.0,0.6642547505843336,47930.12131003839,1.0,,1.0,8272.917669075938,10376.296193902965,1839.6446938551358,19.0,122.90347436961115,154.42046020594734,2.0,BPL,4.0,Farmer,Higher Secondary,0.3089380049420915,2.07120153494343,0.07242762568049493,50.56935244708593,0.3,,0.4,40.719151185498276
1.0,0.0,2.0,4.065855046777368,,0.0,0.09526956699041067,6067.521746063077,1.0,0.0,4.052064640712974,,8000.596158037113,,5.0,97.35254079272744,195.90448221099135,2.0,BPL,6.0,Farmer,Secondary,0.943010908943188,16.765665437349423,,88.09820561362386,0.3,0.5,0.4,29.98130173904248
3.0,0.0,1.0,2.4792709902158556,0.7868912392920164,1.0,0.38659049071221346,20963.432245100903,1.0,2.0,4.292503314992479,5582.383408586829,5086.211143331344,825.5815347391778,5.0,63.62275113960301,116.2622766246332,2.0,,8.0,Self Employed,Secondary,,3.1953453410929487,0.10732922459264528,93.16118939193288,0.0,0.5,0.7,26.41755340007717
,0.0,5.0,8.825607216461904,0.7416062952737683,1.0,0.5551651376196562,31756.474885678777,5.0,3.0,4.066078594901239,6185.662051697168,7257.9034868263,398.37485631720773,5.0,86.8427443446919,119.06671098358359,1.0,BPL,9.0,Daily Wage,Secondary,0.46034739775790146,2.3373377413529672,0.48431626524894145,81.23912468721659,0.3,0.5,0.1,
2.0,0.0,8.0,13.58535938614644,0.7639825124825579,0.0,0.3894222159687964,24945.699493234304,0.0,1.0,4.177959680945187,7864.793517824629,7119.772548718575,770.4387307425446,5.0,108.48760738376569,159.94530834220888,0.0,BPL,4.0,Daily Wage,Primary,0.5704589960591689,3.7831666765974914,0.0,79.81469954911834,0.3,0.2,0.1,24.905825397976276
0.0,0.0,4.0,7.239023159900391,0.6496461505881893,0.0,0.2072484144707444,14170.856922112516,2.0,1.0,3.606277871473343,7036.103868879015,6719.916122054253,1153.9172334453972,21.0,114.49574286133087,126.28254986961079,1.0,Antyodaya,5.0,Private Job,Illiterate,,5.957811096357174,0.17031444270625073,79.29915077122232,0.0,0.0,0.9,31.609537545833632
0.0,0.0,3.0,5.652439103338879,0.962529114057643,1.0,0.1537192884713819,8997.053348881635,1.0,0.0,,6218.193811760271,7850.266020048037,544.0849637621435,9.0,124.87637284524268,105.10564286792055,2.0,Antyodaya,5.0,Private Job,Illiterate,0.38115461223392433,8.292718752372984,0.09635657449907506,100.0,0.0,0.0,0.9,30.995393004658954
0.0,0.0,2.0,4.065855046777368,1.0,1.0,,7940.452436468906,1.0,0.0,5.0,7446.978475934938,9221.051933429486,1292.2523796709147,10.0,95.0004088299615,125.80122313997173,1.0,BPL,7.0,Private Job,Illiterate,0.7044995187336002,11.252820869497523,0.08045944463767273,100.0,0.3,0.0,0.9,28.979383246948807
1.0,0.0,2.0,4.065855046777368,0.7295953525462101,1.0,0.22763935368488922,14542.414737628962,2.0,1.0,4.006023881263448,7150.697960192568,10322.689361104352,1800.694148330847,18.0,121.289447104179,167.6174548809272,0.0,APL,,Farmer,Illiterate,0.6664722262100993,,0.16758543640479173,93.4287856298538,1.0,0.0,0.4,32.83050748086173
3.0,1.0,5.0,8.825607216461904,0.7782491790431251,0.0,0.3882280334914599,26641.28145229982,3.0,1.0,2.749293013748022,8031.540748023228,10755.993712972935,,7.0,112.63206659943035,140.7300860314331,0.0,Antyodaya,5.0,Daily Wage,Secondary,0.8699070449333286,3.6175013445764472,0.2238122023823684,62.34242104448391,,0.5,0.1,25.54449047091287
1.0,0.0,,8.825607216461904,0.9652514715612448,0.0,0.2909571436662679,15949.649041272434,3.0,1.0,5.0,7323.917162163765,7128.654756657256,1214.5353408919427,,95.89731330261571,113.94629832125733,0.0,BPL,9.0,Farmer,Primary,,,0.24543357907547106,87.59022082950777,0.3,0.2,0.4,23.69298712738211
,0.0,9.0,15.171943442707951,0.4857274309211545,1.0,0.7816027957593029,44695.80607201819,2.0,3.0,2.786684273138169,6348.254560776028,6800.998710337405,652.4776155432004,,102.35858702708032,142.9683637041543,0.0,APL,6.0,Daily Wage,Illiterate,0.5197621632942867,1.7043511924894152,0.18876553337430577,69.31383227486603,1.0,0.0,0.1,24.846748126942096
0.0,0.0,4.0,7.239023159900391,0.8185043068339519,1.0,0.11252144806420734,10095.83149246056,3.0,1.0,4.450568652702157,11498.292805514677,13267.510266253103,1463.7119395705788,10.0,147.99119659114874,199.2820120187388,0.0,BPL,8.0,,Secondary,0.7132983841547367,13.665625079432818,0.15633836497136938,95.93012834695523,0.3,0.5,0.4,
3.0,0.0,4.0,7.239023159900391,0.4155355891590271,0.0,0.27394207133296233,16892.95074275774,3.0,0.0,2.4357250643275323,8562.650674554734,8721.79294084397,1418.7818208195774,18.0,120.36938611232422,142.79989505717228,4.0,BPL,9.0,Daily Wage,Primary,,6.082165720691794,0.209931570525519,71.81262626907942,0.3,0.2,0.1,34.54238762451782
1.0,0.0,4.0,7.239023159900391,0.7700427085773449,1.0,0.1516307382385548,10882.81218234608,1.0,,4.208260661419121,8230.496445124294,12246.307406775974,2124.5061613709804,17.0,134.01952718802832,163.04715551341303,2.0,APL,6.0,Daily Wage,Secondary,0.5790572496460799,9.074573842949379,0.07280088327099028,94.99535036543892,1.0,0.5,0.1,40.25999084353528
2.0,0.0,1.0,2.4792709902158556,0.9171127276396934,1.0,0.08456213758921617,4482.331834547086,2.0,2.0,4.943610756730864,5511.039738015948,4006.311458145609,382.0029616240791,9.0,80.37725407410942,132.90972623486,2.0,APL,9.0,Daily Wage,Illiterate,0.6766437554181272,14.750743263435506,0.21743682568688016,100.0,1.0,0.0,0.1,24.390521643998046
2.0,1.0,12.0,19.931695612392485,0.1,0.0,0.8166285902956297,70065.42535018457,5.0,2.0,1.0,11015.132173035034,13401.652399732498,1113.1057225739457,10.0,143.52860147168732,163.82856671242246,2.0,Antyodaya,8.0,Farmer,Illiterate,0.4980038022194461,1.8865181920697518,0.27199211231048803,28.42206454784088,0.0,0.0,0.4,
3.0,1.0,7.0,11.998775329584928,0.3596574129096579,0.0,0.564230922924337,47936.3169333067,3.0,1.0,1.0,11211.597441906251,13369.979299574361,1790.0177736631442,12.0,,209.4670400971007,0.0,BPL,9.0,Daily Wage,Graduate,,2.8065644451910825,,44.99578566975447,0.3,1.0,0.1,33.56649270454347
0.0,0.0,4.0,7.239023159900391,0.819822186673568,1.0,0.3338172898993723,23027.362567286502,,,4.457158051900237,8408.175440050043,12158.535526617958,1658.5036393235835,13.0,91.9322801401843,148.7459174690896,0.0,Antyodaya,6.0,Farmer,Illiterate,0.5438818327620822,4.381471109193572,0.14252532037635762,95.95732523026184,0.0,0.0,0.4,27.77599143739779
3.0,0.0,9.0,15.171943442707951,0.577629810402839,1.0,0.48500944609908175,28115.602228819535,3.0,1.0,3.246196170546592,6947.896918503036,9874.288059535518,624.4061543687116,,100.46499120658329,103.5658270626359,2.0,BPL,2.0,Daily Wage,Illiterate,0.33567126220729626,,0.2587145350730691,79.09218813580094,0.3,0.0,0.1,30.131485076400676
2.0,0.0,2.0,4.065855046777368,0.7698755914356746,1.0,0.17472534642875612,9007.28796655156,2.0,0.0,4.20742507571077,6867.074216647875,9854.085573364106,1331.436789971246,18.0,,103.84792563236013,1.0,BPL,3.0,Daily Wage,Higher Secondary,0.7786580669301261,,0.17450603850333704,97.44015468201971,0.3,0.7,0.1,32.02488099477474
0.0,0.0,0.0,0.8926869336543437,,1.0,0.16096790028696598,19255.171023868264,0.0,0.0,5.0,14279.133000689631,21295.99468818534,3096.983915135976,7.0,185.84354992131017,214.4875998211195,1.0,BPL,,Private Job,Secondary,0.6950556323561854,8.898425122828709,0.0,100.0,0.3,0.5,0.9,46.906964757648645
1.0,0.0,1.0,2.4792709902158556,0.8033156270390613,1.0,0.05,3003.0631436326453,3.0,0.0,4.374625253727704,6131.956762891404,5898.06568664078,381.88773487467887,5.0,106.92954283614651,131.73763708371297,0.0,Antyodaya,8.0,Farmer,Illiterate,0.6097224338964398,24.494651955190417,0.2931344056457404,99.7701920381082,0.0,0.0,0.4,19.110105466412342
2.0,0.0,7.0,11.998775329584928,0.6206469454222946,1.0,0.4576633237475541,23600.48956709872,3.0,1.0,3.4612818456438696,7179.829740083548,7837.663667332928,1351.7871113435915,5.0,110.82109667088223,154.51276795060815,0.0,BPL,5.0,Private Job,Primary,0.7666178911646364,3.6505304733439243,,82.52919269352782,0.3,0.2,0.9,27.309298585359503
1.0,0.0,5.0,8.825607216461904,0.3827070024477287,0.0,0.5803922484780161,33740.93566788332,3.0,2.0,2.27158213077104,6541.294506500254,5558.483742670443,695.7146482375737,11.0,,126.58962964555064,0.0,BPL,3.0,Daily Wage,Higher Secondary,0.3266693258086671,2.3263494676364305,0.27479359630707045,62.18462142506969,,0.7,0.1,28.135313051402804
0.0,0.0,8.0,13.58535938614644,0.8838619018601876,1.0,0.24677600040188596,17404.875045287314,1.0,0.0,4.777356627833336,8987.096041039205,12146.852317020215,1702.4106583316448,20.0,104.70854352064609,128.11878783145673,0.0,BPL,7.0,Govt Job,,0.64550347213061,,0.06667265337518341,96.8743815673068,0.3,0.5,1.0,36.225568505974636
2.0,,7.0,11.998775329584928,1.0,1.0,0.09586104349313272,5061.551083794241,3.0,0.0,5.0,6609.159445491009,7657.538379724446,978.7943730737979,5.0,54.0052552035342,157.00112507096912,1.0,APL,7.0,,Graduate,0.40551887117614416,15.665997642921864,0.27197235563924504,100.0,1.0,1.0,0.4,32.58707700271633
2.0,1.0,7.0,11.998775329584928,0.5482320078188575,1.0,0.44503067970484933,25898.597665770525,1.0,2.0,1.5992071576266844,7183.011661547507,8988.62116960659,1099.4523757670415,6.0,91.68297871109026,164.4491704215992,3.0,BPL,3.0,Daily Wage,,0.3297530437815685,3.3280879900496987,,61.661274210470076,0.3,0.7,0.1,35.53778423414341
2.0,,2.0,4.065855046777368,0.7563595457425019,1.0,0.38714342879795904,,1.0,1.0,4.139844847244906,,4332.839453085446,410.85918527652717,5.0,96.73561016541125,126.76009226864704,0.0,BPL,6.0,Self Employed,Illiterate,,3.4786697088866196,0.10361546284746315,93.36085574237032,0.3,0.0,0.7,20.54761958097402
1.0,0.0,2.0,4.065855046777368,0.4530691489936747,0.0,0.4266924046477223,39334.38579886933,2.0,0.0,,12256.419503309447,9156.444845866288,960.2644919288119,5.0,131.93020367599462,193.55280406649905,3.0,Antyodaya,4.0,Daily Wage,Secondary,0.6646692566519409,3.739051519457603,0.0977791796528246,73.6295077723258,0.0,0.5,0.1,36.002564467275356
1.0,0.0,2.0,4.065855046777368,0.8970733494231184,1.0,0.19426170584182578,12386.111431173676,4.0,1.0,4.84341386564799,7155.158317668866,5437.300337451871,852.3033904715419,6.0,125.09857772420033,131.73670740028413,1.0,BPL,3.0,Farmer,Graduate,0.7236827294472266,6.93155141851267,0.3349619643642962,98.07910224437406,0.3,,0.4,
0.0,0.0,3.0,5.652439103338879,1.0,0.0,0.2654590898444472,13657.923830558739,1.0,0.0,5.0,7269.533180046484,9242.041107435753,1337.5903070452678,,106.49561394592482,,0.0,APL,4.0,,Illiterate,0.5401650758513786,6.386623078268483,0.08242314518166244,93.85213941584344,1.0,0.0,0.4,29.88725002747105
7.0,1.0,10.0,16.758527499269462,0.7198871204250153,1.0,0.5551797508004858,30774.463056467648,1.0,1.0,2.4574827206574734,6951.181291889994,6913.010665919119,974.6792903753842,12.0,111.98857749280481,128.38876871965317,0.0,APL,4.0,Farmer,,0.7472170773327917,2.7104117117467688,,66.16623573955498,1.0,0.0,0.4,28.896082537447153
3.0,,0.0,0.8926869336543437,1.0,1.0,0.14612412859533008,,1.0,0.0,5.0,7740.127739161879,10045.675137307357,1712.7127311995932,9.0,130.0986266572726,,3.0,BPL,4.0,Self Employed,Secondary,0.17728930078160918,11.01973325666625,0.0774125207643126,100.0,0.3,0.5,0.7,
2.0,0.0,9.0,15.171943442707951,0.6924943382045248,,0.45332111775282713,29515.80960614061,1.0,0.0,3.8205188095550207,8668.42807449076,9660.158750865758,1261.6988754360902,5.0,102.5355599640269,163.23278392883154,2.0,BPL,4.0,Self Employed,Graduate,0.6512813171052656,3.5241321227429943,0.06912338469135586,77.10021214058358,,1.0,0.7,37.40317908397186
3.0,0.0,6.0,10.412191273023415,0.8772845452633784,1.0,0.3161183651959455,17493.109316108043,2.0,1.0,4.74446984484929,7886.802200872976,6731.084532187226,640.8311940458216,14.0,106.04863752721675,134.32719314942904,,BPL,6.0,Self Employed,Secondary,0.3038074871378113,5.409913971632302,0.1519460545754412,,0.3,0.5,0.7,33.49412110757859
2.0,0.0,7.0,11.998775329584928,0.7667200514185651,1.0,0.355405253709696,21499.055691532252,1.0,1.0,4.191647375625223,7514.711346972469,5948.715089765885,827.4785616059022,15.0,116.26429322197268,177.6386336202051,2.0,BPL,2.0,Farmer,Primary,0.9892418618741969,4.194246631611539,0.07973433041550529,90.30808413240145,0.3,0.2,0.4,31.764375153437424
1.0,0.0,5.0,8.825607216461904,0.5196495610367898,,0.48308923912686713,27897.60015811625,2.0,1.0,2.956294923716346,6017.6887762991555,8676.530934797975,1447.157791910524,6.0,70.46488249600853,152.63837193774378,1.0,BPL,5.0,Daily Wage,Primary,0.6378056791038721,2.5883831054721185,0.19913314481615232,70.81692628032062,0.3,0.2,0.1,24.493145082852333
5.0,0.0,6.0,,0.5014748391289487,,0.7054569199928213,36365.51776394239,3.0,0.0,2.8654213141771403,5443.069038818477,6675.226644196407,,12.0,93.96175095574792,96.72727755283968,2.0,BPL,3.0,Farmer,Higher Secondary,0.8064723505191779,1.7960704648654515,0.3302273763837806,77.99850219648147,0.3,0.7,0.4,30.907543054482886
2.0,0.0,8.0,13.58535938614644,0.912371414494678,1.0,0.29759830321130437,16459.54629792127,2.0,0.0,4.919904191005787,6465.7021336836015,,949.260911094808,14.0,115.40288897007675,118.53426591847284,1.0,Antyodaya,7.0,Daily Wage,Primary,0.560234403704573,4.713599670382842,,96.41394704639208,,0.2,0.1,25.293933652919236
2.0,0.0,4.0,7.239023159900391,0.8460607734047305,0.0,0.09869225268891871,5578.708716920642,3.0,0.0,4.588350985556049,6614.305394077325,7872.412535732317,815.7393594014756,8.0,107.66277759740187,138.49659103701924,3.0,APL,9.0,Daily Wage,Illiterate,0.3622763194501836,14.225055241366068,0.27176079235143796,88.54312465633552,,0.0,0.1,31.739797158049118
,0.0,1.0,2.4792709902158556,0.9703965794884347,1.0,0.05,2649.856199579963,1.0,0.0,5.0,5883.478580910147,5814.484854364821,1031.605950527981,5.0,96.56949770445392,130.29903157233227,0.0,BPL,2.0,Farmer,Primary,0.7481507176235479,26.63356200993055,0.10183743616488417,100.0,0.3,0.2,0.4,23.652933358919594
3.0,1.0,6.0,10.412191273023415,0.3677146156603329,0.0,0.5251762055988327,27049.57367949683,2.0,2.0,,7248.810407798285,5667.640480101555,,15.0,82.96185028486006,155.98268295800221,2.0,BPL,,Self Employed,Primary,0.48119595726187625,3.215670245082856,0.16531748504829002,45.10613764765877,0.3,0.2,0.7,30.695280080089024
2.0,0.0,,10.412191273023415,0.8238154046282179,1.0,0.2195184471671443,12764.79854815668,1.0,0.0,4.477124141673487,7079.449375501006,9929.158229064644,1933.140312138632,9.0,101.4819795380945,,1.0,Antyodaya,,,Primary,0.37792677134795327,6.654765245240295,,96.57409232711173,0.0,,0.9,30.355977282040833
,0.0,5.0,8.825607216461904,0.8777156258361521,1.0,0.30331192108653227,23903.008211235785,2.0,0.0,4.746625247713158,11014.636199212091,15842.941229502876,1818.6392640098447,18.0,118.36318310050211,145.20319192735622,3.0,APL,6.0,Daily Wage,,0.7385347227291315,5.5294339435684075,0.10880174345081006,97.67590558015269,1.0,0.0,0.1,42.56234664840265
1.0,0.0,4.0,7.239023159900391,1.0,1.0,0.06390633776579888,4023.878799075226,2.0,0.0,5.0,6561.486274547891,7046.625254680604,1394.9688917329058,20.0,97.32511527795523,124.02427105108224,0.0,APL,9.0,Daily Wage,Secondary,0.7860833236294968,19.562784179405813,0.1826320655850362,100.0,1.0,,,28.38894707143851
5.0,0.0,1.0,2.4792709902158556,,1.0,0.1566205881990785,6922.652029232082,1.0,,5.0,5149.4790852486585,5354.676498023939,346.65630850770617,12.0,86.32875880924607,107.07063085658493,,BPL,4.0,Farmer,Primary,0.5133289078050141,,0.11635038254274042,100.0,0.3,0.2,0.4,30.211429622908522
4.0,1.0,3.0,5.652439103338879,0.40875386058704355,1.0,0.22991419545383673,18810.484563079255,0.0,1.0,1.0,9570.904756162861,8387.71629889858,853.4231194902377,5.0,,172.69027986303314,0.0,,2.0,,,0.9546529872221141,6.105358494638361,0.0,,0.0,0.5,0.9,30.40313494168417
1.0,0.0,4.0,7.239023159900391,0.5539047759285256,0.0,0.513827519249003,29407.14015925285,1.0,2.0,3.127570998175025,5922.112658973451,4185.363552737191,383.600147540151,5.0,112.31713211005345,141.9871329740683,0.0,BPL,8.0,Self Employed,Illiterate,0.5232307971260735,2.4165197636723628,0.10117319158858011,71.30851895403889,0.3,0.0,0.7,21.709002542450776
